node1_norm,node2_norm,weight
shitty,struggled,108
although,part,1451
able,clean,1331
business,lack,646
college,whole,1926
ever,move,9090
another,short,2111
anymore,true,1221
fall,present,826
allow,forward,1177
anymore,short,1048
carry,short,399
event,lonely,289
great,guess,2516
actually,community,1279
class,game,1853
look,muscle,2375
face,woman,1821
keep,moment,6509
name,social,1125
mind,zone,966
drug,making,1060
complete,though,1429
doubt,hope,987
body,pick,1507
broke,probably,754
move,voice,606
pay,return,607
encourage,face,417
agree,house,465
agree,increase,288
agree,clothes,168
business,increase,414
bother,name,183
certainly,great,906
sometimes,write,3187
character,high,550
respect,write,766
continue,either,1528
honestly,nice,1237
consider,respect,815
basically,helpful,667
believe,bring,2754
cry,living,549
figure,serious,579
due,lose,1378
read,response,1619
finally,great,2448
constantly,realize,2197
believe,constantly,1904
ask,awesome,486
honestly,treat,676
message,overall,210
friend,long,6667
another,business,1434
dream,play,1257
buy,career,667
choice,yeah,536
motivation,tend,558
actively,wish,317
similar,version,437
similar,train,331
case,desire,735
case,piece,482
say,watch,8458
personal,spend,2418
handle,keep,2027
another,information,1125
information,online,585
far,student,820
consistently,lost,362
degree,willing,395
see,student,2356
mention,sometimes,763
media,spend,2932
media,skill,1100
impact,tend,273
conversation,track,296
remind,say,3141
effect,first,2141
eat,great,3129
community,girl,594
hurt,instead,1703
expect,little,2041
exercise,healthy,4127
always,class,4377
mental,three,953
career,choice,1107
hit,rest,884
path,physical,626
attitude,hopefully,108
enough,free,3159
big,recently,2017
come,putting,3596
scared,space,210
break,information,636
deserve,whole,822
face,suppose,632
sick,suppose,238
account,clothes,126
field,useful,242
see,wife,1615
hand,sure,2182
conversation,enough,2113
instead,zone,716
language,quite,522
anyone,hold,2561
doubt,full,426
away,shit,3261
count,share,406
line,school,1051
play,productive,1497
truth,watch,740
similar,wish,1235
sorry,wish,1681
add,personal,1276
appreciate,student,580
bunch,look,1668
knowledgeable,light,310
attitude,last,636
give,pain,3663
read,scared,1404
interested,last,1606
fear,turn,1893
cause,lately,462
car,college,1154
ass,college,656
fear,nobody,584
emotion,hurt,1416
energy,pull,473
figure,smoke,449
drink,idk,295
anymore,hopefully,384
guess,hurt,964
hurt,smoke,334
eating,type,723
wake,water,1280
hopefully,wake,284
pain,sick,294
fine,journal,209
ass,fine,357
emotionally,room,257
doctor,effect,501
alcohol,community,139
journal,pressure,155
process,training,555
expectation,learn,1641
journey,realize,2129
expectation,trouble,127
fact,society,967
couple,girlfriend,731
mindset,need,5618
carry,finish,158
anyone,barely,1073
balance,writing,231
decided,totally,397
confident,success,629
age,first,4499
mind,result,3212
porn,though,1029
girl,grade,898
away,mess,1093
difference,stay,1061
grade,pretty,1163
anxiety,pick,1172
accept,kid,1179
accept,insecure,628
admit,head,498
deal,mom,907
luck,nice,1346
luck,personality,635
fun,trouble,479
age,horrible,407
kid,mindset,655
normal,personal,995
admit,personal,415
insecure,normal,384
eventually,judge,450
damn,personality,181
difference,mentioned,365
anyways,judge,151
fat,main,223
mentioned,standard,158
horrible,lately,134
porn,read,1802
food,live,3267
food,sure,2880
base,making,2012
believe,message,991
believe,perhaps,1020
late,second,1756
listen,practice,2044
however,speak,1715
however,leave,1761
helpful,weight,573
food,public,296
energy,text,338
constantly,second,863
per,routine,480
opportunity,putting,633
complete,smile,214
discipline,responsibility,285
meditate,mine,145
free,high,2275
level,saying,1507
level,serious,543
always,information,1756
fix,read,2398
pattern,stop,1286
information,reason,1048
afraid,game,859
skill,socially,872
lose,weird,723
afraid,avoid,877
state,version,420
happy,truth,1431
enjoy,peace,934
difficult,realize,1987
die,result,602
consistently,eventually,378
perspective,success,602
content,pain,255
order,source,429
base,sick,180
reality,travel,211
anger,truth,280
rule,unless,323
drop,quickly,315
consistent,fill,176
certainly,consistently,81
message,ton,203
manage,skill,1216
impossible,skill,522
chance,impossible,368
content,far,651
basically,comment,749
brother,handle,186
decent,read,966
health,sure,3692
another,smile,791
figure,perfect,937
fit,whenever,371
pattern,schedule,218
heres,highly,275
buy,conversation,436
power,try,4216
basically,suffer,619
low,main,522
cut,loss,459
date,esteem,705
call,setting,757
alone,include,932
fault,half,199
depression,realize,2319
effect,learn,2002
behavior,value,921
loss,reality,235
loss,remove,111
anyone,exercise,1617
anyone,depend,878
apply,constant,285
consistent,home,474
consistent,stick,728
healthy,wonder,918
extra,quit,324
emotionally,none,176
anyone,throw,1139
relationship,smile,661
else,memory,908
anyway,big,1725
hope,reply,917
another,imagine,1535
another,character,699
depressed,whatever,1070
depression,walking,512
chance,face,1060
impact,list,447
badly,movie,411
fight,treat,497
anyway,picture,328
die,mentioned,230
character,professional,151
impact,test,214
respect,young,744
achieve,bunch,285
drink,university,409
account,writing,310
normal,saying,1561
either,successful,926
achieve,sport,580
maintain,regularly,278
become,story,3664
fully,great,1248
improve,risk,678
happen,setting,1068
man,pull,802
made,risk,804
sex,though,1504
gone,place,1448
define,understand,813
hate,reason,3361
joy,last,676
blame,instead,1011
build,crazy,751
car,pretty,1099
decision,grow,1567
grow,successful,1228
shit,sport,636
simply,study,1108
sex,skill,627
far,show,2270
fuck,gone,870
fuck,surround,343
cause,fail,1729
base,cause,1270
media,parent,961
living,tv,602
adult,future,811
barely,future,497
either,marry,581
fun,sport,1061
struggle,term,1241
hear,impossible,477
fear,successful,666
guide,speak,409
course,fully,643
course,miserable,461
crazy,especially,611
decent,especially,492
guess,means,1099
risk,word,352
lead,motivated,568
fit,pick,825
lesson,term,365
miserable,term,315
brother,therapist,276
poor,single,384
major,physical,405
guide,physical,343
adult,soon,498
exactly,major,324
adult,comfortable,390
behavior,middle,207
insecure,truth,236
marry,society,266
content,test,190
crazy,information,204
angry,beat,284
lazy,major,219
lazy,surround,116
lesson,overcome,259
field,major,383
childhood,quick,127
poor,quick,147
manage,read,2333
health,message,613
adult,moment,657
personal,risk,470
amazing,story,918
multiple,tv,135
effort,pass,770
always,comment,3130
main,quit,462
knowledgeable,write,985
angry,maintain,158
degree,game,1020
degree,process,642
contact,girl,1035
story,worth,1245
hit,quit,915
describe,need,2297
describe,see,2224
everything,journaling,786
fear,whatever,1705
company,fall,547
apply,useful,490
another,interest,2365
decide,train,220
face,meditate,331
big,engage,813
aware,often,1393
often,pursue,739
aware,rule,330
mention,rule,180
identify,wrong,705
always,period,2008
great,youtube,2549
easy,generally,1175
easy,shower,805
healthy,writing,1102
moment,weight,1101
eat,hit,1246
either,solve,544
stick,worry,1193
fail,graduate,810
lost,possible,1266
house,list,943
order,stress,834
exactly,present,544
offer,seriously,293
offer,succeed,222
graduate,serious,254
average,jump,120
success,suppose,447
room,tool,254
amazing,social,1580
far,touch,499
important,pattern,1056
helpful,reflect,401
due,seem,2376
abuse,sometimes,643
ask,kill,641
abuse,result,326
eating,reflect,240
abuse,doctor,175
realize,waking,504
journey,responsibility,424
fast,response,347
degree,tell,2228
constantly,whole,1377
food,reality,639
knowledgeable,tend,397
forward,strength,415
smoke,win,182
enough,professional,1259
anyways,wish,392
aware,reach,693
version,wake,384
reflect,seek,486
clear,cry,203
dark,offer,197
anyways,professional,124
mother,receive,211
potential,trust,494
eventually,plenty,417
cold,plenty,125
porn,sleep,910
coffee,gone,170
anymore,sport,555
interesting,tend,504
amount,relationship,1619
parent,wish,1809
course,impact,511
notice,wait,506
continue,huge,739
pass,side,673
house,meaning,344
dude,impact,66
large,meaning,218
piece,training,178
although,often,1095
accept,generally,556
anyway,less,1455
full,nature,469
grateful,trouble,139
interested,require,579
big,rest,2144
actual,pretty,807
aspect,guess,471
aware,stupid,463
angry,calm,424
influence,perhaps,199
talk,upset,1389
stop,upset,1163
actually,experienced,1074
away,brother,924
impact,remember,732
comment,fuck,1146
depend,fuck,469
number,saying,861
ask,begin,1688
experienced,hear,552
kid,rule,368
early,pull,420
pass,state,796
behavior,continue,776
force,tip,522
force,handle,365
brother,forget,292
area,repeat,287
quickly,teach,373
degree,moving,609
effect,handle,294
hang,three,333
piece,slow,200
marry,rule,93
identify,piece,240
possibly,wear,115
hope,key,1300
less,passion,664
family,reach,2022
mistakes,often,1009
moment,none,601
alone,boundaries,452
limit,result,423
exist,whether,568
difference,society,322
god,response,191
brother,willing,140
meaning,risk,173
push,ugly,195
understand,walking,666
generally,practice,550
face,generally,526
generally,smoke,188
beat,moving,379
key,necessarily,197
touch,walking,167
process,sit,1334
city,run,594
adult,wake,324
barely,mom,379
anxious,mental,972
online,run,1093
possible,whole,1705
long,party,1403
clearly,working,858
google,thinking,537
bed,meet,1036
appreciate,move,1670
clothes,path,138
car,google,179
field,sick,113
enough,stress,2695
doctor,learn,1244
explore,feeling,1404
big,multiple,903
less,random,776
create,prove,592
due,share,1073
active,share,468
share,unhealthy,337
energy,system,766
slowly,stress,606
human,memory,407
count,meditation,283
ready,simply,523
obviously,pain,279
balance,soon,266
ability,depressed,435
depressed,language,316
fight,obviously,315
include,serious,349
carry,provide,199
affect,explore,173
country,inner,117
beautiful,unhealthy,112
pattern,piece,232
alcohol,balance,153
personality,saying,988
effort,reply,356
okay,reply,342
add,please,901
period,short,1096
increase,note,422
constantly,walk,908
stop,ugly,1188
club,guy,809
natural,spend,856
friend,sign,750
response,sleep,450
beautiful,family,923
pretty,reflect,494
prove,watch,513
kinda,saying,889
cry,worth,405
far,walking,516
answer,gone,661
energy,mindset,977
energy,rest,1323
completely,limit,514
mindset,process,1179
case,process,1160
kid,reply,288
bear,strong,580
early,stress,971
guide,together,325
eye,mindset,497
cry,stress,391
couple,esteem,340
case,simple,971
rest,short,1034
short,uncomfortable,375
shame,short,235
second,wait,568
half,straight,350
anyways,gone,246
kinda,student,284
esteem,necessarily,117
beautiful,reflect,196
club,doubt,99
anyways,quality,102
doubt,limit,172
cry,reply,118
highly,reason,856
build,experienced,617
answer,certain,1168
base,task,551
guide,reality,332
bring,general,932
level,voice,399
add,mentioned,570
define,voice,120
immediately,keep,1674
country,meet,1196
approach,house,331
approach,expect,617
drive,suppose,458
solve,sound,649
absolutely,set,997
finish,together,483
easily,online,541
easily,simply,649
decide,finish,441
direction,totally,277
amazing,fault,180
easy,suggest,2112
quite,type,880
large,type,429
music,succeed,169
entire,name,324
seek,system,467
professional,solution,351
follow,water,836
tool,worth,550
guide,support,418
clean,truth,247
personality,schedule,166
little,per,961
lesson,per,154
aspect,jump,160
move,search,736
car,excuse,302
bother,whether,310
responsibility,simply,506
research,touch,164
ever,suck,3849
relationship,zone,728
grow,switch,385
note,parent,576
incredibly,run,452
depression,easily,591
develop,none,430
career,pass,687
require,state,779
order,zone,374
dream,respond,202
dream,program,349
child,suck,461
suck,top,489
engage,putting,309
pass,research,291
impossible,pass,288
amazing,incredibly,316
crazy,require,256
dark,research,123
awesome,finish,157
finish,prepare,245
front,safe,196
attempt,none,197
none,switch,114
sometimes,teach,1384
deal,wait,628
allow,hold,1544
hold,seriously,610
actual,hold,447
decide,feed,255
admit,feed,121
ahead,money,859
big,luck,2844
music,whether,596
challenge,purpose,586
friendships,search,101
beautiful,nice,751
completely,nobody,719
event,low,475
play,side,1503
girlfriend,voice,154
book,chance,1310
book,reflect,811
belief,mental,789
emotion,encourage,371
constant,open,398
finally,sit,1089
attempt,finally,438
chance,eye,641
key,stand,343
actively,deal,521
hurt,test,298
opportunity,truth,504
trouble,truth,212
exist,piece,285
anxious,interested,360
diet,lazy,281
especially,finally,1088
book,pressure,714
pay,woman,1638
regular,whatever,501
doctor,hear,550
emotion,literally,822
suggest,university,296
desire,option,438
offer,recognize,339
guide,remove,120
free,respect,624
activity,figure,912
journey,support,1227
decision,treat,486
path,task,513
productive,reduce,273
key,specific,481
key,prove,244
identify,increase,310
fill,reduce,203
reduce,rule,199
project,story,492
case,doctor,516
adult,common,354
bear,impact,170
approach,perhaps,398
coffee,lead,344
appreciate,fun,1023
event,laugh,268
afraid,mindset,580
active,personally,248
house,related,272
respond,setting,219
date,lifestyle,393
character,future,415
similar,support,1112
personality,term,678
circumstance,support,338
chance,online,726
drive,routine,455
character,soon,251
passion,system,169
blame,comfort,214
lifestyle,track,257
feeling,short,3113
feeling,reduce,1106
key,therapy,440
imagine,journal,217
imagine,trauma,243
bring,extra,435
inner,last,600
agree,walk,535
result,training,622
car,movie,302
search,society,219
pressure,travel,141
horrible,listen,365
pursue,routine,269
engage,plenty,177
accept,badly,1546
power,push,741
overcome,waiting,148
example,figure,1916
ass,brain,418
guess,missing,352
although,excuse,273
activity,individual,467
history,job,880
ask,dude,591
nature,perfect,376
relationship,unless,1371
fun,serious,817
attract,create,523
eating,seriously,416
constantly,decide,607
appreciate,socially,351
case,poor,372
notice,type,1043
similar,sound,2345
decided,responsibility,312
method,smart,214
active,hold,322
eventually,switch,371
develop,reflect,569
complete,eventually,684
eventually,prove,356
eventually,guide,301
power,standard,225
circumstance,overcome,223
highly,rule,294
choose,likely,1092
achieve,missing,369
missing,successful,206
city,somewhere,320
basic,development,196
basic,girl,423
base,full,716
base,regularly,252
present,random,274
fake,present,196
attract,random,121
answer,basic,540
belief,especially,612
especially,receive,445
memory,word,610
finally,pick,930
activity,poor,290
choice,likely,754
choice,related,254
light,opportunity,435
ability,helpful,495
knowledgeable,present,470
belief,option,286
relate,specific,325
childhood,education,186
achieve,health,1609
depression,sport,445
content,should,1621
body,search,647
currently,nice,763
active,wish,332
club,please,249
chance,short,844
attract,male,341
comfort,kind,1114
imagine,trust,635
behavior,boundaries,452
desire,putting,479
boundaries,imagine,174
ahead,friendships,120
responsibility,smart,212
hold,idk,316
cool,full,490
exist,should,1680
practice,whole,1454
shape,share,439
opportunity,stand,514
club,shape,150
allow,interesting,709
actively,together,306
drive,useful,270
manage,provide,538
clean,shit,1138
exact,stick,395
comment,especially,1245
act,clear,955
bed,weed,327
forget,general,581
clear,smoke,391
business,exact,162
per,play,660
per,wake,444
alcohol,hand,264
genuinely,sorry,525
meditation,touch,271
attempt,music,226
bear,regularly,103
hate,mindset,1117
actual,enough,1089
assume,joke,231
actual,assume,227
awkward,somehow,174
exact,language,129
saying,super,1087
term,wonder,573
compare,note,454
clean,type,565
balance,suck,221
tip,truth,273
personally,scared,245
lie,mine,316
perspective,socially,150
fun,together,1535
consistently,personally,228
genuinely,girl,805
genuinely,high,745
potential,stay,900
expectation,healthy,579
therapist,watch,817
attractive,health,616
health,note,729
plenty,video,556
almost,genuinely,652
bring,physically,724
capable,motivation,339
therapist,top,368
clothes,fix,292
accomplish,clean,470
half,per,356
genuinely,smart,243
plenty,three,221
physically,resource,167
clearly,relationship,1064
connection,lie,331
internet,none,237
emotionally,reason,919
attention,play,1575
regularly,sense,452
forever,forward,373
emotionally,response,284
meaningful,touch,120
meet,routine,783
circumstance,truly,490
forward,ultimately,313
aspect,fuck,526
fun,partner,1017
almost,provide,592
completely,glad,380
glad,pick,261
bear,hit,335
bear,water,196
admit,related,99
amazing,feeling,2517
late,ready,1174
desire,middle,167
ex,general,217
catch,free,572
desire,young,709
journey,naturally,382
attention,couple,730
laugh,miss,228
connect,naturally,289
awesome,club,172
calm,mine,142
dream,fun,881
act,literally,1124
common,hobby,328
app,great,1345
instagram,kind,461
car,manage,426
anxiety,education,439
challenge,food,664
choice,shitty,385
fitness,totally,127
listen,wear,529
fact,manage,972
fact,schedule,495
exercise,picture,410
assume,state,528
lifestyle,manage,329
manage,poor,315
schedule,somehow,192
kind,safe,889
miss,writing,463
line,send,311
poor,true,459
attitude,totally,173
busy,extremely,275
abuse,missing,88
cycle,therapist,324
tend,whole,800
exercising,interesting,158
mental,note,987
always,necessarily,1268
per,suggest,311
history,smart,235
necessarily,university,110
lesson,necessary,203
age,house,1356
bed,media,883
business,piece,305
funny,successful,210
depend,expectation,276
anxiety,manage,1504
follow,journaling,366
attitude,okay,324
emotionally,hair,107
brain,otherwise,648
hold,smoke,481
however,pressure,644
excuse,putting,415
ass,expect,327
otherwise,suffer,351
god,necessarily,99
course,lately,311
easily,smile,223
pattern,strength,183
miss,whatever,803
fix,slow,331
handle,movie,168
circumstance,fear,413
break,growth,637
okay,university,388
basic,common,334
incredibly,making,872
avoid,name,446
often,suggestion,651
friendships,none,187
excuse,study,609
case,task,711
speak,waiting,376
fail,mindset,1159
together,university,548
naturally,wake,472
explore,failure,261
concept,ignore,171
addicted,motivation,354
activity,setting,595
accomplish,moving,496
plus,reach,248
certain,public,292
ability,seriously,350
dad,internet,205
addiction,throw,225
addicted,addiction,1034
although,boyfriend,191
comfort,suppose,255
nice,professional,440
individual,professional,328
alone,value,1439
continue,win,525
benefit,manage,566
likely,rest,797
environment,view,364
joy,memory,194
figure,motivated,491
phone,regularly,305
shouldnt,whole,822
sleep,zone,434
true,value,1904
online,specific,589
exact,necessarily,102
diet,knowledgeable,347
business,lonely,199
feeling,partner,2844
anymore,awkward,476
drug,quickly,195
anxious,provide,209
emotionally,potential,214
potential,sign,222
actual,kill,205
busy,smart,159
set,yeah,741
bed,waiting,343
smoke,solution,172
current,proud,362
proud,stand,402
addiction,middle,104
attract,skin,201
connect,nice,471
game,shouldnt,718
addiction,loss,133
loss,student,106
obviously,support,434
mine,thought,840
gone,influence,175
decision,literally,712
bother,language,129
esteem,mental,761
shape,whatever,651
insecure,therapy,374
broke,contact,380
belief,family,828
circumstance,respect,250
healthy,okay,1676
incredibly,mother,167
remind,sorry,561
normal,understanding,517
ignore,random,250
overall,stupid,224
describe,mood,152
age,upset,302
phone,solution,427
character,phone,150
limit,sit,352
connect,hurt,366
barely,failure,284
reduce,sad,113
belief,reduce,167
awesome,solution,138
meditate,solution,191
connection,version,234
connection,emotionally,333
anxious,discover,144
voice,worried,150
return,version,159
admit,carry,154
excuse,walk,535
mine,shitty,212
ready,writing,432
degree,lazy,326
lifestyle,major,227
drop,ex,211
especially,glad,380
okay,tool,375
beautiful,phone,281
guess,handle,452
couple,useful,317
constantly,define,312
force,reply,227
lol,middle,195
depend,exist,285
ahead,rid,118
generally,ready,218
line,trust,488
coffee,skill,316
graduate,strength,92
lately,recognize,97
rest,switch,344
decide,journal,262
drink,putting,572
lonely,single,661
lift,trouble,107
hobby,safe,146
fault,skill,387
second,wife,282
car,suggest,306
amazing,loss,203
blame,remove,130
boyfriend,simple,141
boyfriend,training,52
generally,wake,311
public,sport,187
die,touch,269
experienced,video,386
honestly,yeah,918
genuinely,somehow,181
naturally,slowly,296
overcome,proud,371
major,standard,122
actual,certain,464
motivated,socially,98
naturally,spend,894
music,remind,314
okay,smile,452
damn,professional,113
follow,marry,321
genuinely,task,225
drug,order,378
connection,smoke,154
adult,although,309
mess,somewhere,216
early,travel,376
alone,bro,308
diet,unless,386
difference,ready,314
business,otherwise,306
lie,meditate,178
beat,computer,137
describe,music,212
consistent,due,314
forever,health,502
drink,unfortunately,268
push,quality,348
esteem,serious,230
esteem,maintain,152
loss,naturally,125
immediately,ruin,173
bro,word,200
seek,weight,519
lift,success,277
diet,fitness,564
lesson,lift,121
beat,large,176
balance,date,278
act,plenty,390
bed,hobbies,590
literally,smart,562
fine,fully,373
attractive,exist,267
drink,useful,267
online,peace,243
hate,movie,614
gain,position,221
clothes,mess,199
boring,dude,145
plenty,short,478
assume,extremely,321
genuinely,run,500
anxiety,engage,623
heres,naturally,231
laugh,public,196
boundaries,case,275
compare,reduce,231
accomplish,wish,643
meditate,pursue,116
male,respond,121
moving,smile,278
method,remove,166
grade,treat,216
friendships,wonder,199
actual,hair,116
addiction,fault,116
esteem,hair,249
awesome,plus,151
horrible,regret,215
hurt,regret,593
bother,forget,264
carry,nobody,226
succeed,wife,77
alcohol,routine,266
kill,nature,238
lonely,repeat,136
guess,recognize,334
feed,pursue,162
knowledgeable,zone,206
related,uncomfortable,138
regular,uncomfortable,127
cycle,worth,595
grateful,method,113
fake,suffer,160
affect,ruin,223
activity,smile,301
badly,useful,341
anymore,joy,422
perspective,touch,240
journaling,per,104
fill,setting,230
necessarily,project,163
attract,miss,166
consistently,sound,471
trust,walking,282
middle,strength,101
interesting,terrible,232
addicted,fun,360
another,meal,716
multiple,wife,152
fault,incredibly,129
concept,voice,135
honestly,remind,465
basically,resource,303
blame,save,270
impossible,line,201
fitness,overall,258
catch,risk,178
accomplish,wife,125
main,travel,158
miserable,wife,118
online,shower,209
adult,damn,198
failure,mention,211
comfort,lazy,271
accomplish,kinda,178
nobody,ruin,204
explore,lonely,138
attention,average,407
remove,training,131
consistently,program,161
lift,remove,113
accomplish,alcohol,140
professional,unhealthy,167
account,lie,228
dopamine,lose,321
bro,exercise,196
bro,rest,179
degree,suppose,387
answer,struggled,313
remind,serious,200
consider,sex,874
anxious,society,181
actively,childhood,114
caring,present,209
awkward,nobody,259
system,unless,334
abuse,push,315
anxious,count,151
meditate,shame,56
struggled,voice,131
attractive,complete,221
mention,workout,121
immediately,weed,109
effect,meal,225
number,suppose,258
message,quickly,240
genuinely,mindset,430
idk,respect,151
level,trauma,357
busy,inner,115
hit,relax,261
honestly,ultimately,288
rid,unless,192
consistent,hopefully,162
eating,growth,310
consistently,video,425
definitely,joy,309
inner,promise,164
clear,environment,469
app,means,308
hair,judge,201
god,nobody,313
exact,tend,186
remind,shower,156
internet,naturally,205
drop,guide,153
account,youtube,420
apps,rather,346
connection,forever,191
attractive,content,216
fulfil,plenty,179
catch,waking,140
calm,male,92
abuse,hobbies,166
anyway,struggled,226
describe,skin,98
apps,drug,97
alcohol,present,167
suppose,useful,199
muscle,voice,160
nature,weed,118
shape,weed,111
meal,whether,266
missing,pain,241
meal,weird,146
attractive,forward,315
highly,side,358
active,addiction,149
assume,relax,146
funny,limit,102
apps,belief,69
instagram,society,117
history,shitty,135
dopamine,word,187
mistakes,shower,95
character,workout,111
anger,training,103
certainly,suggestion,102
engage,text,202
addiction,consistently,118
google,laugh,82
light,struggled,174
consistent,ultimately,112
meaningful,ruin,80
mention,society,199
instagram,room,176
boring,workout,211
app,sick,87
club,doctor,88
hair,missing,85
calm,resource,97
bring,lol,606
blame,smile,145
fake,mom,131
struggled,upset,123
country,journaling,64
bro,relationship,501
apps,scared,99
esteem,workout,171
immediately,porn,204
esteem,passion,110
bro,deep,216
op,woman,1026
idk,promise,96
bro,connection,87
dopamine,position,69
eye,op,190
trauma,version,165
muscle,trauma,57
awesome,bro,111
appreciate,hear,1280
attitude,read,998
content,suggestion,175
encourage,information,202
already,need,12083
ever,opinion,3480
gain,should,1223
early,stop,2740
book,case,1721
anymore,thinking,2613
body,late,2352
stay,value,1691
ex,grow,627
fun,remember,2121
decided,remember,1204
late,setting,748
achieve,setting,1063
journey,rather,1119
early,heres,543
surround,wake,176
case,mention,455
opinion,teach,543
judge,opinion,749
heres,side,492
clean,judge,216
fight,picture,296
afraid,fit,475
gain,toxic,189
ever,game,7314
ever,fact,7020
close,never,5265
insecure,long,1185
stop,watch,5665
made,slowly,1752
develop,understand,2275
game,waste,2500
fact,track,633
emotional,figure,808
insecure,process,286
close,option,693
insecure,opportunity,176
clean,insecure,126
fight,sad,529
fit,regular,273
seek,whatever,1199
assume,keep,1856
college,male,654
house,live,4000
due,story,978
ever,exist,2644
brain,instead,2611
ask,room,1111
far,setting,631
hobbies,move,1394
free,recently,1149
computer,hobby,244
achieve,mental,1723
already,say,10956
lie,weight,530
risk,working,873
high,risk,883
leave,top,879
abuse,risk,107
need,video,7376
first,gone,2455
made,study,3427
open,though,2683
enjoy,parent,2139
add,another,2490
study,two,2828
turn,weight,1525
open,turn,2124
either,waiting,482
fun,quickly,585
fun,lift,511
gone,lost,1214
hopefully,rest,358
anyway,gone,522
away,healthy,3169
ahead,rather,554
either,say,9188
potential,sick,144
generally,sick,112
come,computer,1372
deep,living,1580
depression,personality,680
drug,fall,628
die,literally,874
everything,seem,8447
eye,say,4457
